-375.7176;159.73883;6.526861;12.842156;18.871496;15.820956;0.013686345;2.036598;2.6500735;5.894878;0.26050785;-9.248402;-6.7005105;-3.273114;1.7220869;-1.6207707;-9.839277;-14.7830105;-14.941629;-15.057749;3
-477.96924;165.87904;57.67978;19.24824;28.155077;31.173424;7.8884444;-0.7369733;6.399779;11.458263;4.3586345;-3.2416842;-2.7848117;-0.698417;-3.9197166;-11.179891;-10.003253;-6.502842;-4.467254;-4.1505356;3
-400.25125;208.4115;-60.683872;-7.0157404;3.7494235;-19.184555;-12.61193;-3.7980254;7.182539;8.711655;4.7345734;-10.373277;-22.329885;-18.274143;-8.225014;-6.678777;-10.386912;-12.9672575;-6.241697;2.7800908;7
-494.91092;146.92159;62.148563;41.024376;14.318704;26.223656;23.08222;11.265715;15.981762;10.740591;7.43114;3.5536456;1.1811128;2.812801;-0.45622012;-2.7731202;0.23572975;3.9860148;3.7802255;2.333488;4
-497.32852;68.89462;-20.378551;5.6623173;3.0682418;3.784788;4.369136;15.835356;16.404057;33.93956;8.241058;-8.011763;-12.710966;-1.0065902;23.588037;22.441216;0.28777176;-4.9980903;3.6266487;12.896858;2
-461.95697;63.712624;-27.548744;26.636082;-12.013655;10.729314;-10.858416;2.4092376;-8.493114;-0.7815779;-6.5562096;15.251693;16.488626;33.456123;25.309652;12.851289;-7.2168646;-5.4744887;5.8253183;18.155394;1
-463.73212;108.04415;-53.09902;17.288208;5.0397444;8.321873;-12.614275;-1.7756573;-1.969952;-0.9666069;-11.7965145;-12.957896;-10.1732025;-18.05241;-9.396345;-3.0088859;-2.7386823;-7.1270914;-12.580446;-7.6907997;7
-420.46817;155.41502;4.104443;25.554668;13.171981;23.170132;9.5602045;7.608766;9.661537;-0.94990176;-2.5567715;-0.14447579;-0.16266294;-2.762248;-3.3225229;-2.2660756;-3.5303278;-0.77661306;-1.3352462;-7.0516195;4
-609.13275;66.726234;19.94833;21.866402;5.014158;4.3345175;5.53122;5.0505605;14.687329;20.547098;9.452928;6.2899666;22.18519;7.8449564;-10.2929125;0.5755662;7.126877;10.146381;0.8282195;2.873536;2
-453.02655;71.37691;-36.58432;18.239124;-17.007315;5.212144;-9.337504;0.20909984;-2.7805548;5.912626;-10.58431;-10.47202;-15.352186;-8.338692;10.176656;16.331734;35.999165;51.697968;40.377537;10.793087;1
-642.55695;75.6035;4.9515915;18.747246;24.357899;22.542017;10.550176;3.9448113;4.7838025;15.551865;18.030804;14.337801;-0.7354;6.2955856;17.006159;10.405278;-4.964627;7.2600775;11.069895;9.191256;2
-654.7129;129.09846;39.92176;24.397566;30.44318;16.952374;11.138149;7.423279;8.611913;-3.6502063;-2.5422087;1.6261022;6.507407;-0.2288918;-7.663032;-8.407069;-6.9861593;-1.5771742;3.9167876;1.8810595;2
-544.67084;121.078125;10.265194;29.354982;14.119967;6.3310323;-8.143846;0.6447114;-3.4605691;-3.1732626;-5.8845167;-1.441565;6.7979493;2.5160348;-2.5387642;-5.7472973;-0.16044164;7.6979795;16.823242;22.414568;2
-458.96332;70.48909;-77.43771;-12.081674;-33.783863;-15.631754;-11.162031;7.8444424;-7.9310536;33.137768;42.016136;26.189587;-7.292762;-16.267244;-20.671673;14.566479;18.803068;18.578836;24.070782;7.914462;6
-601.0428;-0.51978374;-68.60122;7.0829988;51.674168;33.416744;8.046692;-9.897148;-6.192377;30.628927;43.675713;-7.4961314;-26.286375;14.460068;44.34082;1.0506177;-12.418677;16.136683;-3.6862085;-3.0043294;6
-515.45264;123.342125;-55.40809;8.964009;11.227806;7.6832647;-3.7730799;9.311138;-4.358788;6.5981064;5.826982;6.2141805;7.219277;10.105871;7.980952;4.613463;-2.616284;-9.8831;-4.63162;13.708511;2
-435.28906;141.87534;18.107847;0.81840265;-10.023694;-10.168826;-12.064612;-10.902455;-11.578052;-2.6082711;-1.8983905;-3.1326835;-7.3046007;-3.5219033;-0.1940319;-2.1852036;1.5198088;5.953627;10.534992;5.0608397;1
-429.6692;122.89652;19.397884;14.980785;-0.39094925;2.5804164;-4.5999026;-2.5918825;-3.799129;-5.8900547;-5.452546;-9.109276;-8.172997;-3.921939;-3.399668;-4.7189193;-5.163423;-9.888666;-12.093017;-7.6603518;4
-567.1983;177.84215;50.408077;23.330448;25.43127;24.393013;2.3437653;-6.161091;-0.11612298;1.6314619;-4.213112;-11.522377;-10.066284;-5.8695292;-3.8418403;-5.567699;-7.1999574;-3.420125;0.993106;-0.2944232;3
-502.7138;94.331085;-77.43737;-13.604061;-17.62107;-13.15781;-11.817219;1.9981459;1.584025;30.341982;29.127808;23.508013;2.86075;-19.827005;-21.333313;5.145396;25.257698;16.022375;12.68294;7.113297;6
-464.62036;161.67361;19.601894;17.891212;15.450702;29.072834;21.633865;8.141554;7.6929655;5.676103;4.5318837;-2.1722465;-6.165862;-5.7583942;-4.910591;-3.937449;-0.69927514;3.8517287;1.3620117;-8.503861;4
-600.58527;87.359604;-8.021344;21.027668;-7.1731844;-6.889419;-8.064972;7.1318183;15.860284;34.595173;21.587284;7.319407;-16.068518;-21.81932;-5.0062666;18.345686;35.23873;29.278004;16.487112;17.370016;1
-504.2181;123.60032;-14.243722;15.443904;0.6217515;11.507413;-9.666346;0.7849526;-8.0992985;1.9360967;-0.49059898;-4.3544064;-5.654717;-2.4654312;-5.914464;-6.4654517;4.164165;9.965603;25.154325;33.328552;2
-622.2624;143.33391;75.17866;64.58489;42.437725;39.606194;23.273668;18.738653;13.197698;8.896703;1.4338369;-0.93509555;-1.3318323;-5.3058915;-6.8428693;-4.190941;-0.6789819;0.60508186;-0.07810891;1.9041771;4
-450.4364;92.82434;-17.801704;17.282518;-2.555531;19.865974;-12.061487;-8.477932;-13.953956;-2.4080906;-4.85092;13.463601;22.078781;41.645714;24.342604;-1.9736633;-29.280048;-26.759277;-5.5078278;10.4489565;3
-444.12143;51.68096;-25.408876;1.9960883;-20.77492;-13.12697;-13.474227;-0.21149987;12.4798565;28.423088;18.91536;5.6577353;-21.46255;-31.5753;-6.289191;20.723963;34.92282;28.430885;17.420412;15.440698;1
-570.9541;11.136507;-71.68147;3.8795674;44.096252;29.04871;19.936413;-6.2651877;-8.6336155;27.834682;38.379177;-1.7922999;-19.444847;14.900213;33.95264;8.21975;-7.5049;12.389074;-9.16111;-6.753518;6
-460.26035;116.14671;-81.90898;-12.497743;0.6058994;-14.955614;-11.381011;-12.630962;-14.638418;-15.573172;-16.794956;-8.295097;-0.08298657;15.721989;36.588966;36.218487;42.66615;24.136984;-12.326863;-17.924055;7
-492.82162;27.368488;-8.941354;9.612406;-1.253427;16.983248;5.032879;-3.1452208;-11.597977;9.084319;15.210193;14.48009;-14.44675;-12.093332;14.54275;24.965553;2.5819283;4.6492014;19.582642;6.5690346;1
-665.88196;97.895645;19.28854;17.803766;-1.0525383;5.776481;4.5867553;9.146675;1.2968513;2.211626;-0.6813076;11.47538;26.093628;26.563845;14.051253;0.87307024;-4.5822544;1.2633367;6.7863584;8.078106;1
-507.5996;159.95825;-24.269274;-3.50808;5.521544;13.441033;-6.66561;-6.0492854;-2.0032766;4.7524586;-7.0208297;-11.587752;-3.0144954;5.714591;3.0231743;-1.512763;-6.011212;-1.5629131;13.08176;3.8408139;3
-453.47723;82.963;-38.73971;12.54503;-14.273688;-9.680007;-17.392391;-8.712891;-1.4355421;14.339681;4.012653;9.872063;-0.5172428;-0.39798856;3.7578108;5.3588223;5.3203235;20.093622;26.148577;13.329771;1
-486.32718;149.23056;-39.887203;8.284136;5.6057014;13.369462;-11.537932;4.9830275;0.7164214;3.8049858;-7.669606;-4.5522423;5.431376;1.2013133;-4.5123277;-13.444997;-10.515302;-2.6802332;2.8327994;1.4977499;2
-472.0023;109.08721;-41.395126;-1.9353448;-3.1305892;-4.6331487;-14.786912;-6.636841;-3.9528904;-12.35067;-21.364492;-15.994013;-10.552918;-15.536974;-2.4504833;-1.5488951;-5.035132;-3.485317;-4.6318665;13.193837;7
-482.1033;66.85895;-0.72322345;11.058795;-19.53639;-7.744528;-17.521559;0.60042596;6.743716;21.749964;18.346672;16.250423;6.0767064;-5.3014145;-14.341449;-8.950375;4.6127424;18.895947;18.519861;13.017249;1
-539.8345;79.849754;-66.3298;-29.936274;-11.970511;-21.231304;14.018848;37.255695;30.403015;29.237324;15.294743;-6.717586;-14.220327;-4.0998955;23.244953;35.02806;10.336705;-5.696991;1.4611552;-3.2294333;6
-463.5059;211.44183;27.826412;12.4756975;18.95289;22.894121;-4.327888;-3.9898329;3.087782;2.325524;-8.358099;-11.673454;-12.99853;-9.301194;-9.800854;-14.129155;-8.342972;-6.502416;-4.1602387;-2.5917118;3
-532.6121;151.37807;-0.30973354;-12.219897;9.799328;-1.6189902;0.17805088;3.8839834;-6.6593156;-18.667181;-34.161346;-34.175426;-12.020158;-1.7182732;-4.7427025;-2.7991438;-4.8678656;-6.4015846;7.2428565;24.55084;6
-503.28262;63.341488;-40.360817;24.167976;-18.661844;20.444683;-2.3342936;11.455112;-9.257641;3.9873683;-1.2595474;26.055244;0.7479964;-15.476695;-6.5258026;31.26602;25.54397;12.626102;17.739147;12.46213;1
-536.3819;106.295876;-52.065006;-27.983973;-9.6603775;-19.170218;1.5454851;9.596776;13.82884;37.90596;37.16074;2.7044406;-28.069843;-29.025974;-4.5597014;15.272554;20.500319;18.851929;15.494833;11.343178;6
-462.67188;185.1262;73.06581;39.566776;25.722229;17.173552;-2.9086413;-2.9200428;0.5920684;2.9278328;-4.714855;-8.009741;-8.318628;-8.1308;-11.572615;-15.580228;-13.038921;-10.843828;-6.2303514;-3.4543557;3
-370.9604;135.50502;-87.6354;14.71234;5.0510798;-1.0570952;-22.811954;-0.69183713;-3.2304695;0.26987186;-10.413066;-13.550166;-2.0665708;-18.947536;-13.326403;-3.9768393;-13.040217;-12.725464;-14.174904;-11.456494;7
-469.45514;135.61293;-45.866924;30.651667;0.31573823;1.319034;-16.996908;-4.0823226;-5.3208776;10.783531;-7.165114;-15.313106;-18.192097;-0.5849814;6.2565365;-4.2222037;-4.061057;1.5336782;6.8544006;-4.0418725;1
